Date,News,
2015-08-21,"Microsoft will hold an October launch event to debut new hardware, report says: http://cnb.cx/1LnAcaM pic.twitter.com/cT7RElnb2y",
2015-08-24,"20 Dow components hit 52-week lows, including $AAPL, $BA, $MCD, $MSFT and $IBM • Live blog » http://cnb.cx/1h8ODm6 pic.twitter.com/XuIlXbbCXW",
2015-08-25,"Alibaba is using AI to take on Amazon, Microsoft http://cnb.cx/1JwBvCf pic.twitter.com/7dtIAH82yd",
2015-08-26,Velostrata introduces public/private cloud software; takes funds,
2015-08-27,GameStop says new game launches to drive strong second-half growth,
2015-08-27,"Panasonic to shut battery factory in Beijing, cut 1,300 jobs",
2015-08-28,.@google shows a new fighting spirit against the EU. But that path led @Microsoft nowhere http://bloom.bg/1KSeypF pic.twitter.com/KZ3PsSBZFz,
2015-08-28,U.S. International Trade Commission clears Microsoft of patent infringement,
2015-08-29,.@google shows a new fighting spirit against the EU. But that path led @Microsoft nowhere http://bloom.bg/1KSeypF ,
2015-08-31,Shareholder activism grows overseas as U.S. market gets crowded,
2015-09-01,New SAP software aims to help companies make sense of data deluge,
2015-09-02,Wall Street surges as turbulence becomes the norm,
2015-09-04,American Express may face its Microsoft moment,
2015-09-07,Michael Dell sees consolidation among PC makers in next few years,
2015-09-09,"Apple phone, tablet and TV fail to impress investors",
2015-09-09,Microsoft urges U.S. court to block warrant for emails held abroad,
2015-09-09,Microsoft urges US court to block warrant for emails held abroad,
2015-09-10,China says Apple unit underpaid $71 million in tax in 2013,
2015-09-10,China says Apple unit underpaid $71 mln in tax in 2013,
2015-09-14,Microsoft is expected to unveil new devices very soon » http://cnb.cx/1J80gzS pic.twitter.com/zVuHDyGCRc,
2015-09-14,Microsoft sets October 6 event for Windows 10 devices,
2015-09-15,U.S. does not plan cyber sanctions before Xi visit,
2015-09-15,US STOCKS-Wall St rallies as clock ticks toward Fed decision,
2015-09-16,Apple faces hurdles as it positions iPad Pro for business use,
2015-09-16,"Microsoft discriminated against women in pay, promotions: U.S. lawsuit",
2015-09-16,"Microsoft discriminated against women in pay, promotions -U.S. lawsuit",
2015-09-17,Sony says China sales of PlayStation 4 limited by censorship rules,
2015-09-17,There are clearly no hard feelings between Microsoft and Salesforce:   http://cnb.cx/1OgvvR8 pic.twitter.com/0sq77YSW2j,
2015-09-18,Apple customers report devices crashing on iOS 9 update,
2015-09-21,CORRECTED-BRIEF-Skype says is aware of an issue affecting Skype status at the moment,
2015-09-21,EU-U.S. data-sharing deal faces major challenge in EU court,
2015-09-21,France rejects Google appeal on cleaning up search results globally,
2015-09-22,"China's president arrives in Seattle to meet tech titans, start U.S. visit",
2015-09-22,Microsoft adds built-in Skype and collaboration tools to Office 2016 http://bloom.bg/1Kx6QAN pic.twitter.com/NHvhAgNtqL,
2015-09-22,"Rights protesters, China supporters greet President Xi in Seattle",
2015-09-22,Microsoft begins worldwide release of Office 2016,
2015-09-23,"After jokes, applause at dinner, China's Xi gets down to U.S. business",
2015-09-24,EU launches inquiry into web companies' online behavior,
2015-09-24,EU launches inquiry into web companies' online behaviour,
2015-09-24,"China's Xi promises better investment climate, cyber war deal seen",
2015-09-24,Cisco joins flurry of U.S.-China tech partnerships,
2015-09-25,CORRECTED-Bill Gates foundation trust sues Brazil's Petrobras,
2015-09-25,"Google faces renewed U.S. antitrust scrutiny, this time over Android",
2015-09-25,Bill Gates foundation trust sues Brazil's Petrobras,
2015-09-25,Bill Gates foundation trust sues Brazil's Petrobras over share losses,
2015-09-27,India's Modi continues rock-star US tour with Facebook town hall,
2015-09-27,Modi continues rock-star U.S. tour with Facebook town hall,
2015-09-28,Gender gap widens in cyber security field long dominated by men,
2015-09-28,Microsoft reorganizes its financial results reporting,
2015-09-29,"Microsoft turns spotlight on cloud, mobile with new reporting style",
2015-09-29,Russian sentenced to 4-1/2 years in U.S. prison for 'Citadel' malware,
2015-09-29,"Google unveils latest Nexus phones, tablet",
2015-09-29,Modi calls for climate change agenda that helps developing countries,
2015-09-29,Russian sentenced to four-and-a-half years in U.S. prison for 'Citadel' malware,
2015-09-30,"Microsoft, Google stand down in patent battles",
2015-10-02,Mexico says Microsoft plans major investment in Mexico,
2015-10-02,Yandex says may seek tie-up with Microsoft for Windows,
2015-10-05,Supreme Court rejects Paul Allen's interval licensing patent appeal,
2015-10-05,U.S. Supreme Court rejects Paul Allen's interval licensing patent appeal,
2015-10-06,"Microsoft unveils first laptop, updated devices using Windows 10",
2015-10-06,Big U.S. firms hold $2.1 trillion overseas to avoid taxes: study,
2015-10-06,REFILE-Big U.S. firms hold $2.1 trillion overseas to avoid taxes -study,
2015-10-06,Microsoft unveils new Microsoft Band fitness tracker,
2015-10-06,Microsoft unveiled a new family of phones designed for the Windows 10 operating system » http://cnb.cx/1LffuEz pic.twitter.com/8on6bks0Fr,
2015-10-07,Microsoft introduced two new smartphones in a bid to revive struggling mobile-phone business http://on.wsj.com/1LjM5sM pic.twitter.com/kyJhZI27ZM,
2015-10-07,Microsoft is taking on Apple with its new laptop-tablet hybrid: http://cnb.cx/1L6NlQI pic.twitter.com/aN2JE1Ogn0,
2015-10-07,Amazon rolls out new services for cloud,
2015-10-08,Dell looks to EMC deal to boost corporate presence,
2015-10-08,Elliott urges Polycom-Mitel merger after disclosing stakes,
2015-10-08,Amazon launches platform to build apps for 'Internet of Things',
2015-10-08,Sony cuts U.S. prices for PlayStation 4 ahead of holiday season,
2015-10-08,Microsoft is going directly after Apple with a new product » http://cnb.cx/1L6NlQI pic.twitter.com/WPvurhOUEq,
2015-10-08,The $98.6 billion email... Microsoft is fighting a case that may impact your civil liberties http://bloom.bg/1L8rGb0 pic.twitter.com/3NycS2rIFY,
2015-10-08,The $98.6 billion email... Microsoft is fighting a case that may impact your civil liberties http://bloom.bg/1L8rGb0 pic.twitter.com/MmkCZm1SZ5,
2015-10-10,Obama backs away from law to access encrypted information,
2015-10-13,Sika managers set out opposition to Saint-Gobain takeover plans,
2015-10-16,Steve Ballmer owns 4 pct stake in Twitter: Bloomberg,
2015-10-16,Former TPG whistleblower exec joins public affairs firm,
2015-10-16,IBM says some governments allowed to review its source code,
2015-10-16,"Steve Ballmer takes 4 percent stake in Twitter, owns more than CEO",
2015-10-16,IBM allows Chinese Government to review source code: WSJ,
2015-10-19,Facebook requests a say in Austrian student's privacy case,
2015-10-21,"AmEx profit misses estimates as costs rise, dollar hurts",
2015-10-22,Microsoft quarterly adjusted revenue falls 6.6 pct,
2015-10-22,"REFILE-UPDATE 4-Cloud services bolster Microsoft results, shares soar",
2015-10-22,Hands-free technologies pose unexpected dangers for drivers-AAA,
2015-10-22,NFL keen to see who watches Yahoo game webcast and how,
2015-10-22,"US STOCKS-Futures rise ahead of results, jobless claims data",
2015-10-22,"Alphabet, formerly Google, sets share buyback, shares jump",
2015-10-22,Hands-free technologies pose unexpected dangers for drivers: AAA,
2015-10-23,US STOCKS-Wall St tech rally gets a boost from China rate cut,
2015-10-23,US STOCKS-Wall St rallies as China rate cut adds to tech gains,
2015-10-23,"US STOCKS SNAPSHOT-Wall Street closes up on tech rally, healthcare rebound",
2015-10-23,US STOCKS SNAPSHOT-Wall St opens higher after China cuts rate,
2015-10-23,"Alphabet, Microsoft, Amazon give Wall Street reason to cheer",
2015-10-23,US STOCKS-Techs lead Wall St higher; S&P 500 erases 2015 loss,
2015-10-23,Spanish recluse behind Zara briefly becomes world's richest man,
2015-10-23,Techs lead Wall St. higher; S&P 500 erases 2015 loss,
2015-10-23,GLOBAL MARKETS-Stocks soar on surprise China rate cut,
2015-10-23,Nasdaq 100 index may see record with Apple earnings due Tuesday,
2015-10-23,Wall St Week Ahead-Nasdaq 100 index may see record with Apple earnings due Tuesday,
2015-10-23,US STOCKS-Tech shares lead sharp gains on Wall St after results,
2015-10-23,Europe's top privacy watchdog calls on firms to curb U.S. data transfers,
2015-10-23,Alphabet set to open at record high; mobile ads drive revenue,
2015-10-23,"What Amazon, Microsoft and Google are doing right: http://cnb.cx/1W9ivfy pic.twitter.com/xr4H6ZRyT7",
2015-10-23,"The billions spent by Amazon, Microsoft and Google on cloud buildup are paying off http://on.wsj.com/1Gn4BoH ",
2015-10-23,Global stocks soar on surprise China rate cut,
2015-10-23,"The cloud is raining cash on Amazon, Google and Microsoft http://bloom.bg/1PK0S6d pic.twitter.com/EZf1W00mot",
2015-10-23,"VIDEO: Earnings wins for Amazon, Alphabet and Microsoft helped ignite worldwide stock rally. http://reut.rs/1W8z1wu pic.twitter.com/I3b7OzJuf9",
2015-10-23,Amazon and Facebook shares look poised to join Alphabet and Microsoft stock in and exclusive club  http://on.wsj.com/1kzhFxb  via @WSJMoneyBeat,
2015-10-24,"Amazon, Alphabet, Microsoft show who’s driving the Internet economy—and market takes off @donal888 and @DanStrumpf http://on.wsj.com/1LM9TH0 ",
2015-10-24,Nasdaq may see record with Apple earnings,
2015-10-24,"The cloud is raining cash on Amazon, Google and Microsoft http://bloom.bg/1PK0S6d pic.twitter.com/uudjBCPEdl",
2015-10-24,"Why Alphabet, Amazon, Microsoft are winning » http://cnb.cx/1W9ivfy pic.twitter.com/A5UaVEfRC6",
2015-10-26,Microsoft opened its first flagship store Monday » http://cnb.cx/1LRYDsx pic.twitter.com/KykqdRc5Xp,
2015-10-27,ValueAct rallies Valeant investors as company fends off attack: source,
2015-10-28,Microsoft wants a 'Halo' for Xbox One » http://cnb.cx/1WgfA4M pic.twitter.com/PLZ0UIgnrA,
2015-10-28,The no. 3 Apple iOS email program is Microsoft's Outlook http://bloom.bg/1S9sMYV pic.twitter.com/Py5M0XWOKt,
2015-10-28,Microsoft's mobile Outlook app went from 0 to 3 in nine months http://bloom.bg/1S9sMYV ,
2015-10-28,OMERS Private Equity explores sale of Marketwired -sources,
2015-10-29,Microsoft launches US$13bn bond as high-grade hits record,
2015-10-29,"TREASURIES-U.S. bond prices tumble on GDP data, corporate supply",
2015-11-05,2016 will be critical for Microsoft. Will it feel the love? http://bloom.bg/1Memtil pic.twitter.com/gMcqtKQ2BU,
2015-11-05,EU seeks to reassure companies about transatlantic data transfers,
2015-11-06,EU aims to seal data transfer deal with U.S. in three months,
2015-11-08,Activist stampede pushes board directors into shareholders' arms,
2015-11-09,Finnish company launches pocket PC,
2015-11-10,Microsoft launches cloud-based blockchain platform with Brooklyn start-up,
2015-11-10,Google defeats most claims in browser tracking lawsuit,
2015-11-12,TomTom winning streak continues with Uber deal,
2015-11-12,Microsoft's Xbox One dumps Kinect hand gestures and adds new features: http://cnb.cx/1WUgeoW pic.twitter.com/f8tAh9gKOD,
2015-11-13,Kinect's rapid decline shows Microsoft what not to do with the HoloLens http://bloom.bg/1QkLmzc pic.twitter.com/wRuZci5YgI,
2015-11-16,Microsoft and Code.org� will use Minecraft to bring kids programming tutorials http://bloom.bg/1lr8m2R pic.twitter.com/1ljxoBuFIc,
2015-11-17,Microsoft is revamping its plan to help respond faster to security threats http://bloom.bg/1X5b0Xv pic.twitter.com/IMAMnH1nQ8,
2015-11-18,Microsoft is revamping its plan to help respond faster to security threats http://bloom.bg/1X5b0Xv pic.twitter.com/2Gq0pRc58V,
2015-11-19,Activist investor ValueAct raises Rolls-Royce stake to over 10 percent,
2015-11-19,Tech group rejects post-Paris call for data encryption 'backdoors',
2015-11-19,Tech group rejects post-Paris calls for weaker data encryption,
2015-11-19,Nokia remains bullish about Africa business despite economic slowdown,
2015-11-20,Apple wins patent trial against Pendrell subsidiary,
2015-11-20,Microsoft and Volvo strike a deal to make driverless cars http://cnb.cx/1ly706i pic.twitter.com/3VYpVBMonB,
2015-11-20,"Microsoft, Volvo strike deal to make driverless cars http://cnb.cx/1ly706i pic.twitter.com/IJfhFqRmQC",
2015-11-20,Microsoft and Volvo want to put augmented reality into car showrooms http://bloom.bg/1PDhDBr pic.twitter.com/XnTITDUW66,
2015-11-21,Microsoft and Volvo want to put augmented reality into car showrooms http://bloom.bg/1PDhDBr pic.twitter.com/4dJn8CHjdb,
2015-11-23,"GameStop revenue misses as gamers pause for new games, deals",
2015-11-23,Exclusive: ValueAct gains for the year wiped out by Valeant loss,
2015-11-24,Microsoft tax case highlights conflict concerns when U.S. hires private firms,
2015-11-27,Microsoft's Gates to start multi-billion-dollar clean tech initiative: http://reut.rs/1HsTNFO  #COP21pic.twitter.com/Qow3iouuM9,
2015-11-28,"Where Amazon, Microsoft, Google, IBM and DigitalOcean are building data centers http://bloom.bg/1MBxUA5 pic.twitter.com/j7QIQz0Jmz",
2015-11-28,2016 will be critical for Microsoft. Will it feel the love? http://bloom.bg/1Memtil pic.twitter.com/Gi9THdPNxF,
2015-11-30,Goldman backs low-emissions stocks as climate talks start,
2015-12-01,Mark Zuckerberg raises philanthropic bar to 99 pct,
2015-12-01,Cyber Monday sales top $3 bln as discounts spur buyers,
2015-12-01,"Where Amazon, Microsoft, Google, IBM and DigitalOcean are building data centers http://bloom.bg/1MBxUA5 pic.twitter.com/8QovkeHJHK",
2015-12-01,2016 will be critical for Microsoft. Will it feel the love? http://bloom.bg/1Memtil pic.twitter.com/X1QLuKoJqZ,
2015-12-02,"Microsoft should disclose profit margins and sales for its cloud and hardware businesses, Steve Ballmer says http://bloom.bg/1Q1czH2 ",
2015-12-02,"With buyback help, Yahoo stock has soared under Mayer",
2015-12-03,BUZZ-Nasdaq 100 remains the market's driver,
